Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
445,6,23/02/2018 09:44:23,1089511,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,727.849466412,10.096272548,108951.1,139847.203753438,279935,66,1089445,217889.0,120068.282822734,280095,3348,1089432,272358.0,5808.8139351621,280001,266474,0,0,0,0,132,112,5.5070577534,4.5892147945,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51368,6,23/02/2018 12:48:29,1,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,77000000.0,3000000.0,0.5,0.7071067812,1,0,1,0.5,0.7071067812,1,0,0,0.0,0.0,0,0,1,0,0,0,60,0,3000000.0,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,119,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,23/02/2018 03:24:33,2547,1,1,35,83,35,35,35.0,0.0,83,83,83.0,0.0,46329.0145268944,785.2375343541,2547.0,0.0,2547,2547,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,392.6187671771,392.6187671771,35,83,51.0,27.7128129211,768.0,0,0,0,0,0,0,0,0,1,76.5,35.0,83.0,0,0,0,0,0,0,1,35,1,83,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,23/02/2018 03:55:57,932,1,1,37,93,37,37,37.0,0.0,93,93,93.0,0.0,139484.978540773,2145.9227467811,932.0,0.0,932,932,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1072.9613733906,1072.9613733906,37,93,55.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,83.5,37.0,93.0,0,0,0,0,0,0,1,37,1,93,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,23/02/2018 01:38:54,5632211,4,4,97,231,97,0,24.25,48.5,231,0,57.75,115.5,58.2364545646,1.4204013308,804601.571428572,2101585.95710794,5570271,38,61940,20646.6666666667,35503.0286219828,61642,104,5632055,1877351.66666667,3251180.03210163,5631491,258,0,0,0,0,92,92,0.7102006654,0.7102006654,0,231,36.4444444444,79.6996096463,6352.0277777778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50369,6,23/02/2018 10:37:50,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,123,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,23/02/2018 11:09:46,327,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,235474.006116208,9174.3119266055,163.5,190.2117241392,298,29,327,163.5,190.2117241392,298,29,0,0.0,0.0,0,0,1,0,0,0,60,0,9174.3119266055,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
8851,6,23/02/2018 12:18:47,86436548,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0231383604,86436548.0,0.0,86436548,86436548,86436548,86436548.0,0.0,86436548,86436548,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0231383604,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62565,-1,0,20,0.0,0.0,0,0,86436548.0,0.0,86436548,86436548,Benign
443,6,23/02/2018 11:54:49,643,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,119751.166407465,4665.6298600311,321.5,426.3853890555,623,20,643,321.5,426.3853890555,623,20,0,0.0,0.0,0,0,1,0,0,0,60,0,4665.6298600311,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
63880,6,23/02/2018 03:47:14,138,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14492.7536231884,138.0,0.0,138,138,138,138.0,0.0,138,138,0,0.0,0.0,0,0,0,0,0,0,40,0,14492.7536231884,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
