Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
37654,6,16/02/2018 01:46:33,4097324,5,3,935,368,935,0,187.0,418.1447118,368,0,122.6666667,212.4648991,318.0124393,1.952493872,585332.0,1511103.593,4012031,6,4097324,1024331.0,1991918.154,4012039,25,50945,25472.5,5625.034444,29450,21495,0,0,0,0,168,104,1.22030867,0.732185202,0,935,144.7777778,320.3520633,102625.4444,0,0,0,0,1,0,0,0,0,162.875,187.0,122.6666667,0,0,0,0,0,0,5,935,3,368,237,211,1,32,0,0,0,0,0,0,0,0,Benign
60318,6,16/02/2018 01:46:15,4334139,5,3,935,323,935,0,187.0,418.1447118,323,0,107.6666667,186.4841369,290.2537274,1.845810667,619162.7143,1573398.786,4186439,8,4334139,1083534.75,2069194.643,4186447,47,116546,58273.0,54865.82937,97069,19477,0,0,0,0,168,104,1.153631667,0.692179,0,935,139.7777778,316.7636255,100339.1944,0,0,0,0,1,0,0,0,0,157.25,187.0,107.6666667,0,0,0,0,0,0,5,935,3,323,219,211,1,32,0,0,0,0,0,0,0,0,Benign
56576,6,16/02/2018 01:47:11,4255389,4,5,935,337,935,0,233.75,467.5,337,0,67.4,150.7109817,298.9150933,2.114965283,531923.625,1466901.119,4162121,4,4226547,1408849.0,2384410.049,4162127,29666,93268,23317.0,15539.71591,34443,313,0,0,0,0,136,168,0.93998457,1.174980713,0,935,127.2,302.9476669,91777.28889,0,0,0,0,1,0,0,0,1,141.3333333,233.75,67.4,0,0,0,0,0,0,4,935,5,337,219,225,1,32,0,0,0,0,0,0,0,0,Benign
40018,6,16/02/2018 01:45:28,5200477,5,3,935,380,935,0,187.0,418.1447118,380,0,126.6666667,219.3931023,252.8614202,1.538320427,742925.2857,1930901.732,5121312,7,5200477,1300119.25,2547726.106,5121319,32,77812,38906.0,54673.49632,77566,246,0,0,0,0,168,104,0.961450267,0.57687016,0,935,146.1111111,321.4204585,103311.1111,0,0,0,0,1,0,0,0,0,164.375,187.0,126.6666667,0,0,0,0,0,0,5,935,3,380,219,211,1,32,0,0,0,0,5121312,0,5121312,5121312,Benign
41458,6,16/02/2018 01:48:18,4286809,5,3,935,353,935,0,187.0,418.1447118,353,0,117.6666667,203.804645,300.4565867,1.86618998,612401.2857,1559705.244,4148540,5,4286809,1071702.25,2051606.968,4148547,21,96130,48065.0,67467.88642,95772,358,0,0,0,0,168,104,1.166368737,0.699821242,0,935,143.1111111,319.0820602,101813.3611,0,0,0,0,1,0,0,0,0,161.0,187.0,117.6666667,0,0,0,0,0,0,5,935,3,353,237,211,1,32,0,0,0,0,0,0,0,0,Benign
50102,6,16/02/2018 01:48:10,4303193,5,3,935,352,935,0,187.0,418.1447118,352,0,117.3333333,203.2272948,299.0802411,1.859084638,614741.8571,1601860.674,4247122,8,4303193,1075798.25,2114382.174,4247130,62,55588,27794.0,38834.30442,55254,334,0,0,0,0,168,104,1.161927899,0.697156739,0,935,143.0,319.0,101761.0,0,0,0,0,1,0,0,0,0,160.875,187.0,117.3333333,0,0,0,0,0,0,5,935,3,352,237,211,1,32,0,0,0,0,0,0,0,0,Benign
56568,6,16/02/2018 01:45:52,4793130,5,3,935,369,935,0,187.0,418.1447118,369,0,123.0,213.0422493,272.0560469,1.669055502,684732.8571,1782247.58,4726366,4,4793130,1198282.5,2352110.674,4726370,101,34458,17229.0,16928.13634,29199,5259,0,0,0,0,168,104,1.043159689,0.625895813,0,935,144.8888889,320.4393252,102681.3611,0,0,0,0,1,0,0,0,0,163.0,187.0,123.0,0,0,0,0,0,0,5,935,3,369,237,211,1,32,0,0,0,0,0,0,0,0,Benign
48012,6,16/02/2018 01:46:09,4043806,5,3,935,308,935,0,187.0,418.1447118,308,0,102.6666667,177.8238829,307.3836875,1.978334272,577686.5714,1493496.135,3964380,7,4043806,1010951.5,1969055.761,3964388,16,32321,16160.5,13756.76243,25888,6433,0,0,0,0,168,104,1.23645892,0.741875352,0,935,138.1111111,315.7168211,99677.11111,0,0,0,0,1,0,0,0,0,155.375,187.0,102.6666667,0,0,0,0,0,0,5,935,3,308,219,211,1,32,0,0,0,0,0,0,0,0,Benign
39280,6,16/02/2018 01:46:56,5101558,5,4,935,348,935,0,187.0,418.1447118,348,0,87.0,174.0,251.4917992,1.764166947,637694.75,1415016.703,4030070,3,5101558,1275389.5,2511568.967,5042595,23,1063298,354432.6667,570414.0226,1012522,1703,0,0,0,0,168,144,0.980092748,0.784074199,0,935,128.3,303.8128262,92302.23333,0,0,0,0,1,0,0,0,0,142.5555556,187.0,87.0,0,0,0,0,0,0,5,935,4,348,219,211,1,32,0,0,0,0,0,0,0,0,Benign
45376,6,16/02/2018 01:48:06,3970390,5,3,935,359,935,0,187.0,418.1447118,359,0,119.6666667,207.2687466,325.9125678,2.014915411,567198.5714,1458232.382,3873873,6,3970390,992597.5,1921219.246,3873879,17,84684,42342.0,5734.635995,46397,38287,0,0,0,0,168,104,1.259322132,0.755593279,0,935,143.7777778,319.5812799,102132.1944,0,0,0,0,1,0,0,0,0,161.75,187.0,119.6666667,0,0,0,0,0,0,5,935,3,359,219,211,1,32,0,0,0,0,0,0,0,0,Benign
