Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,01/03/2018 01:15:23,117238347,16,20,1148,7422,290,0,71.75,101.8060247,1460,0,371.1,597.9070426,73.09894944,0.307066765,3349667.057,13800000,58900000,0,117000000,7815889.8,20600000,58900000,31,117000000,6166315.684,18500000,59000000,0,0,0,0,0,332,412,0.136474118,0.170592647,0,1460,231.6216216,465.4599488,216652.964,0,0,1,1,0,0,0,1,1,238.0555556,71.75,371.1,0,0,0,0,0,0,16,1148,20,7422,8192,1022,8,20,120578.5,60222.16323,163162,77995,58500000,629745.0567,58900000,58000000,Benign
443,6,01/03/2018 03:57:32,432296,9,6,520,3062,202,0,57.77777778,85.15100965,1430,0,510.3333333,663.8550042,8285.98923,34.69844736,30878.28571,46773.2847,118924,1,432296,54037.0,51598.9029,118924,17,218592,43718.4,60187.63234,122665,1,0,0,0,0,192,132,20.81906842,13.87937894,0,1430,223.875,451.0940589,203485.85,0,0,1,1,0,0,0,1,0,238.8,57.77777778,510.3333333,0,0,0,0,0,0,9,520,6,3062,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 11:12:07,117189762,13,11,883,4688,251,0,67.92307692,89.21272474,1460,0,426.1818182,595.757974,47.5382824,0.204796047,5095207.043,16800000.0,58500000,0,117000000,9765813.5,22700000.0,58500000,182,117000000,11700000.0,24700000.0,58600000,0,0,0,0,0,272,232,0.110931192,0.093864855,0,1460,222.84,431.1446664,185885.7233,0,0,1,1,0,0,0,1,0,232.125,67.92307692,426.1818182,0,0,0,0,0,0,13,883,11,4688,8192,64,7,20,95383.5,47033.20755,128641,62126,58500000.0,99471.53934,58500000,58400000,Benign
50578,6,01/03/2018 09:57:28,276,1,4,741,53,741,741,741,0,53,0,13.25,26.5,2876811.594,18115.94203,69,96.86760724,214,14,0,0,0,0,0,262,87.33333333,109.8104427,214,19,1,0,0,0,20,80,3623.188406,14492.75362,0,741,255.8333333,376.3686579,141653.3667,0,1,0,0,1,0,0,0,4,307,741,13.25,0,0,0,0,0,0,1,741,4,53,8030,256,0,20,0,0,0,0,0,0,0,0,Benign
50151,6,01/03/2018 08:54:34,20,2,0,0,0,0,0,0,0,0,0,0,0,0,100000,20,0,20,20,20,20,0,20,20,0,0,0,0,0,0,0,0,0,40,0,100000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0,0,0,0,0,0,0,0,Benign
51873,6,01/03/2018 02:05:27,276,2,1,38,0,38,0,19,26.87005769,0,0,0,0,137681.1594,10869.56522,138,175.3624817,262,14,276,276,0,276,276,0,0,0,0,0,1,0,0,0,40,20,7246.376812,3623.188406,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0,0,0,0,0,0,0,0,Benign
50500,6,01/03/2018 10:49:48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Benign
53,17,01/03/2018 05:21:52,308,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,331168.8312,6493.506494,308.0,0.0,308,308,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3246.753247,3246.753247,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,01/03/2018 09:35:55,2634650,9,7,1148,1581,677,0,127.5555556,218.6910556,1173,0,225.8571429,430.0986044,1035.811208,6.072912911,175643.3333,243269.0364,953212,74,2634650,329331.25,369399.253,1219139,244,2418379,403063.1667,294919.1371,953212,219487,0,0,0,0,192,152,3.416013512,2.656899398,0,1173,160.5294118,312.044091,97371.51471,0,0,1,1,0,0,0,1,0,170.5625,127.5555556,225.8571429,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,01/03/2018 08:55:02,940494,5,4,373,172,140,0,74.6,70.28371077,133,0,43.0,62.75348596,579.4826974,9.569439039,117561.75,162106.3505,313611,44,940436,235109.0,156552.8196,313655,280,940446,313482.0,193.7498387,313704,313347,0,0,0,0,112,92,5.316355022,4.253084018,0,140,54.5,64.19804428,4121.388889,0,0,0,1,0,0,0,0,0,60.55555556,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,01/03/2018 12:48:02,1409143,8,7,1132,1581,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1925.283665,10.64476778,100653.0714,251921.6065,969177,40,1409143,201306.1429,385004.3772,1072511,40,1345164,224194,365255.2499,969177,65152,0,0,0,0,168,148,5.677209481,4.967558296,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 12:18:16,4405678,10,8,1148,1581,677,0,114.8,210.0924664,1173,0,197.625,406.121705,619.4279291,4.085636762,259157.5294,407713.2117,1494128,51,4405678,489519.7778,572351.5677,1494128,75,3799302,542757.4286,669633.5992,1865127,84342,0,0,0,0,212,172,2.269798201,1.815838561,0,1173,143.6315789,298.5202786,89114.35673,0,0,0,1,0,0,0,0,0,151.6111111,114.8,197.625,0,0,0,0,0,0,10,1148,8,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 03:46:43,302,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,331125.8278,6622.516556,302.0,0.0,302,302,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3311.258278,3311.258278,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52422,6,01/03/2018 02:05:11,11,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,90909.09091,90909.09091,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,176,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 09:45:17,55852,1,1,47,47,47,47,47.0,0.0,47,47,47.0,0.0,1683.019408,35.80892358,55852.0,0.0,55852,55852,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,17.90446179,17.90446179,47,47,47.0,0.0,0.0,0,0,0,0,0,0,0,0,1,70.5,47.0,47.0,0,0,0,0,0,0,1,47,1,47,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 04:26:20,5216409,9,7,344,5286,187,0,38.22222222,69.5139874,1460,0,755.1428571,692.5333755,1079.286536,3.067244152,347760.6,1298793.95,5042189,2,5216409,652051.125,1774110.257,5042189,31,109057,18176.16667,22877.00146,50244,2,0,0,0,0,192,152,1.725324836,1.341919317,0,1460,331.1764706,562.1711522,316036.4044,0,0,1,1,0,0,0,1,0,351.875,38.22222222,755.1428571,0,0,0,0,0,0,9,344,7,5286,8192,123,3,20,174189,0,174189,174189,5042189,0,5042189,5042189,Benign
53,17,01/03/2018 02:05:30,309,1,1,31,63,31,31,31.0,0.0,63,63,63.0,0.0,304207.1197,6472.491909,309.0,0.0,309,309,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3236.245955,3236.245955,31,63,41.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,62.5,31.0,63.0,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52223,6,01/03/2018 03:26:28,2,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,15500000,1500000,1,1.414213562,2,0,2,1,1.414213562,2,0,0,0,0,0,0,0,0,0,0,60,0,1500000,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,20904,-1,1,20,0,0,0,0,0,0,0,0,Benign
3389,6,01/03/2018 01:49:35,2688230,8,10,1132,1581,661,0,141.5,222.7920235,1173,0,158.1,367.7307137,1009.214241,6.695855637,158131.1765,259133.6004,984693,18,2688230,384032.8571,449969.4976,1218470,18,2624504,291611.5556,316327.0622,984693,49261,0,0,0,0,168,208,2.975935839,3.719919799,0,1173,142.7894737,296.9505344,88179.61988,0,0,0,1,0,0,0,0,1,150.7222222,141.5,158.1,0,0,0,0,0,0,8,1132,10,1581,8192,62868,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 04:55:09,286,1,1,64,192,64,64,64.0,0.0,192,192,192.0,0.0,895104.8951,6993.006993,286.0,0.0,286,286,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3496.503497,3496.503497,64,192,106.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,160.0,64.0,192.0,0,0,0,0,0,0,1,64,1,192,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53128,6,01/03/2018 04:31:50,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,203,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 03:22:42,9299813,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.322587132,4649906.5,2044701.788,6095729,3204084,9299813,4649906.5,2044701.788,6095729,3204084,0,0.0,0.0,0,0,0,0,0,0,92,0,0.322587132,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3204084.0,0.0,3204084,3204084,6095729.0,0.0,6095729,6095729,Benign
443,6,01/03/2018 09:16:25,110464982,18,21,343,3434,207,0,19.05555556,55.41232845,1460,0,163.5238095,435.2460935,34.19183104,0.353053061,2906973.211,4556594.299,10000000,0,110000000,6493853.412,4910224.288,10100000,1275,110000000,5519780.05,5102983.401,10100000,0,0,0,0,0,372,424,0.162947566,0.190105494,0,1460,94.425,322.3477886,103908.0968,0,0,1,1,0,0,0,1,1,96.84615385,19.05555556,163.5238095,0,0,0,0,0,0,18,343,21,3434,8192,64240,12,20,86382.27273,63934.89392,277840,44994,9949573.0,182363.515,10000000,9400919,Benign
53,17,01/03/2018 01:43:00,628,1,1,40,72,40,40,40.0,0.0,72,72,72.0,0.0,178343.949,3184.713376,628.0,0.0,628,628,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1592.356688,1592.356688,40,72,50.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,76.0,40.0,72.0,0,0,0,0,0,0,1,40,1,72,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 01:55:16,77780,2,1,74,126,74,0,37.0,52.32590181,126,126,126.0,0.0,2571.355104,38.57032656,38890.0,8602.6611,44973,32807,77780,77780.0,0.0,77780,77780,0,0.0,0.0,0,0,1,0,0,0,40,20,25.71355104,12.85677552,0,126,68.5,51.82984983,2686.333333,0,1,0,0,1,0,0,0,0,91.33333333,37.0,126.0,0,0,0,0,0,0,2,74,1,126,257,7084,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 11:15:04,282,1,1,31,47,31,31,31.0,0.0,47,47,47.0,0.0,276595.7447,7092.198582,282.0,0.0,282,282,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3546.099291,3546.099291,31,47,36.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,54.5,31.0,47.0,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 08:42:56,25012,1,1,43,99,43,43,43.0,0.0,99,99,99.0,0.0,5677.274908,79.96161842,25012.0,0.0,25012,25012,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,39.98080921,39.98080921,43,99,61.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,92.5,43.0,99.0,0,0,0,0,0,0,1,43,1,99,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 05:00:18,1012,1,1,42,102,42,42,42.0,0.0,102,102,102.0,0.0,142292.4901,1976.284585,1012.0,0.0,1012,1012,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,988.1422925,988.1422925,42,102,62.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,93.0,42.0,102.0,0,0,0,0,0,0,1,42,1,102,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 12:28:52,39356,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,4548.226446,50.81817258,39356.0,0.0,39356,39356,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,25.40908629,25.40908629,40,139,73.0,57.15767665,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,01/03/2018 03:57:50,117614133,17,16,2456,1152,1241,0,144.4705882,316.9933197,223,0,72.0,76.48790754,30.67658544,0.280578525,3675441.656,14300000.0,58700000,9,118000000,7350883.312,19900000.0,58700000,26,118000000,7839441.0,20500000.0,58700000,114,0,0,0,0,388,332,0.144540452,0.136038073,0,1241,106.1176471,230.309642,53042.53119,0,0,1,1,0,0,0,1,0,109.3333333,144.4705882,72.0,0,0,0,0,0,0,17,2456,16,1152,8192,133,8,20,394782.0,423711.1112,694391,95173,58400000.0,473926.2993,58700000,58000000,Benign
53,17,01/03/2018 11:29:28,1322,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,135400.9077,1512.859304,1322.0,0.0,1322,1322,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,756.429652,756.429652,40,139,73.0,57.15767665,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
