Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3389,6,14/02/2018 09:18:54,1216908,8,7,1138,1581,677,0,142.25,227.7465696778,1173,0,225.8571428571,430.0986044197,2234.3513231896,12.3263221213,86922.0,250008.953476286,953153,66,1216908,173844.0,382104.177494393,1039861,172,1182901,197150.166666667,370937.678975009,953153,34548,0,0,0,0,172,152,6.5740384647,5.7522836566,0,1173,169.9375,319.3627965705,101992.595833333,0,0,0,1,0,0,0,0,0,181.2666666667,142.25,225.8571428571,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 02:05:46,1067,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,99343.9550140581,1874.4142455483,1067.0,0.0,1067,1067,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,937.2071227741,937.2071227741,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:34:03,469,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,191897.654584222,4264.3923240938,469.0,0.0,469,469,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2132.1961620469,2132.1961620469,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 02:30:33,329,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,674772.036474164,6079.0273556231,329.0,0.0,329,329,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3039.5136778116,3039.5136778116,47,175,89.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,134.5,47.0,175.0,0,0,0,0,0,0,1,47,1,175,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 03:31:07,2362201,10,7,1138,1581,677,0,113.8,209.617535314,1173,0,225.8571428571,430.0986044197,1151.0451481479,7.1966780134,147637.5625,266485.100279163,953224,3,2362201,262466.777777778,366751.255295663,1095490,3,2277045,379507.5,384818.325276097,953224,87202,0,0,0,0,212,152,4.2333400079,2.9633380055,0,1173,151.0555555556,304.9810933816,93013.4673202615,0,0,1,1,0,0,0,1,0,159.9411764706,113.8,225.8571428571,0,0,0,0,0,0,10,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 09:22:27,1060,1,1,36,104,36,36,36.0,0.0,104,104,104.0,0.0,132075.471698113,1886.7924528302,1060.0,0.0,1060,1060,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,943.3962264151,943.3962264151,36,104,58.6666666667,39.2598183049,1541.3333333333,0,0,0,0,0,0,0,0,1,88.0,36.0,104.0,0,0,0,0,0,0,1,36,1,104,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 01:46:31,1262,1,1,35,83,35,35,35.0,0.0,83,83,83.0,0.0,93502.3771790808,1584.7860538827,1262.0,0.0,1262,1262,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,792.3930269414,792.3930269414,35,83,51.0,27.7128129211,768.0,0,0,0,0,0,0,0,0,1,76.5,35.0,83.0,0,0,0,0,0,0,1,35,1,83,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 12:17:35,3004710,8,7,1144,1581,677,0,143.0,227.9699228282,1173,0,225.8571428571,430.0986044197,906.9094854412,4.9921623052,214622.142857143,266640.076944084,953098,4,3004710,429244.285714286,420622.988696415,1340562,4,2678193,446365.5,249692.028445243,953098,320371,0,0,0,0,172,152,2.6624865628,2.3296757424,0,1173,170.3125,319.402717323,102018.095833333,0,0,0,1,0,0,0,0,0,181.6666666667,143.0,225.8571428571,0,0,0,0,0,0,8,1144,7,1581,64240,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 10:38:57,2125,1,1,42,144,42,42,42.0,0.0,144,144,144.0,0.0,87529.4117647059,941.1764705882,2125.0,0.0,2125,2125,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,470.5882352941,470.5882352941,42,144,76.0,58.8897274573,3468.0,0,0,0,0,0,0,0,0,1,114.0,42.0,144.0,0,0,0,0,0,0,1,42,1,144,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 01:11:58,21042282,1,4,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2376168136,5260570.5,5129295.21605256,12015378,116,0,0.0,0.0,0,0,21042166,7014055.33333333,4584348.34581201,12015378,3011286,0,0,0,0,28,104,0.0475233627,0.1900934509,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0,0,0,1,0,4,0,8192,0,0,28,3011402.0,0.0,3011402,3011402,9015440.0,4242553.00587842,12015378,6015502,Benign
443,6,14/02/2018 10:04:29,117355949,63,154,1172,202592,482,0,18.6031746032,77.4660257858,1460,0,1315.5324675325,420.6596464538,1736.2903349706,1.8490754141,543314.578703703,2225619.90195284,10014536,0,117355949,1892837.88709677,3869558.05075313,10046648,16,112432359,734852.019607843,2603838.6486141,10047236,0,0,0,0,0,1272,3224,0.536828346,1.3122470681,0,1460,934.6972477064,690.7106205748,477081.161374879,0,0,0,1,0,0,0,0,2,939.0046082949,18.6031746032,1315.5324675325,0,0,0,0,0,0,63,1172,154,202592,8192,1013,16,20,212373.272727273,597361.564513167,2013486,32088,10008738.7272727,18539.4069974793,10014536,9952846,Benign
53,17,14/02/2018 11:48:24,47794,2,2,60,238,30,30,30.0,0.0,119,119,119.0,0.0,6235.0922709964,83.6925137046,15931.3333333333,24268.0916088046,43865,35,43865,43865.0,0.0,43865,43865,35,35.0,0.0,35,35,0,0,0,0,16,16,41.8462568523,41.8462568523,30,119,65.6,48.747307618,2376.3,0,0,0,0,0,0,0,0,1,82.0,30.0,119.0,0,0,0,0,0,0,2,60,2,238,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 10:30:39,115383958,16,14,445,706,434,0,27.8125,108.3175693659,706,0,50.4285714286,188.6864367902,9.9753901665,0.2600014813,3978757.17241379,4839275.36695638,10015411,39,115383958,7692263.86666667,4199134.91443511,10109176,171,111378577,8567582.84615385,3760074.90077097,10109287,93926,0,0,0,0,332,424,0.1386674567,0.1213340246,0,706,37.1290322581,146.5227495273,21468.9161290322,0,0,0,1,0,0,0,0,0,38.3666666667,27.8125,50.4285714286,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,128461.090909091,114907.430583452,474920,93753,9996846.18181818,61214.3835153441,10015411,9812278,Benign
50985,6,14/02/2018 02:21:58,127,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15748.031496063,127.0,0.0,127,127,127,127.0,0.0,127,127,0,0.0,0.0,0,0,0,0,0,0,40,0,15748.031496063,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,127,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 12:59:04,480,1,1,38,70,38,38,38.0,0.0,70,70,70.0,0.0,225000.0,4166.6666666667,480.0,0.0,480,480,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2083.3333333333,2083.3333333333,38,70,48.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,73.0,38.0,70.0,0,0,0,0,0,0,1,38,1,70,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 10:19:07,380,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,236842.105263158,5263.1578947369,380.0,0.0,380,380,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2631.5789473684,2631.5789473684,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 01:57:02,30937,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,5171.8007563759,129.2950189094,10312.3333333333,17187.0592113175,30158,305,30463,30463.0,0.0,30463,30463,30632,30632.0,0.0,30632,30632,0,0,0,0,16,16,64.6475094547,64.6475094547,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 12:24:27,7145354,11,7,1132,1581,661,0,102.9090909091,197.7723208872,1173,0,225.8571428571,430.0986044197,379.6872765156,2.5191194166,420314.941176471,752962.215100007,2984382,3,7145354,714535.4,909579.094786057,2984382,3,6115751,1019291.83333333,1190869.07513789,3248239,119829,0,0,0,0,232,152,1.5394618657,0.9796575509,0,1173,142.7894736842,296.9505344044,88179.619883041,0,0,1,1,0,0,0,1,0,150.7222222222,102.9090909091,225.8571428571,0,0,0,0,0,0,11,1132,7,1581,8192,62868,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 08:47:22,5548018,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,59.3004564873,1.4419563888,792574.0,2069700.20421268,5485927,38,62091,20697.0,35586.7496267923,61789,102,5547856,1849285.33333333,3202621.41063229,5547354,203,0,0,0,0,92,92,0.7209781944,0.7209781944,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,14/02/2018 10:09:23,229,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,336244.541484716,13100.4366812227,114.5,129.4005409571,206,23,229,114.5,129.4005409571,206,23,0,0.0,0.0,0,0,1,0,0,0,60,0,13100.4366812227,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 01:25:46,1433455,8,7,1138,1581,677,0,142.25,227.7465696778,1173,0,225.8571428571,430.0986044197,1896.8157354085,10.4642280365,102389.642857143,251382.193301694,968699,3,1433455,204779.285714286,386540.779519968,1079296,3,1365159,227526.5,363449.623525324,968699,68701,0,0,0,0,172,152,5.5809216194,4.883306417,0,1173,169.9375,319.3627965705,101992.595833333,0,0,1,1,0,0,0,1,0,181.2666666667,142.25,225.8571428571,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
