Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
49769,6,28/02/2018 08:29:36,34,1,1,0,0,0,0,0,0,0,0,0,0,0,58823.5294117647,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29411.7647058824,29411.7647058824,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,180,254,0,20,0,0,0,0,0,0,0,0,Benign
445,6,28/02/2018 04:25:39,507433,5,4,373,172,140,0,74.6,70.28371077,133,0,43.0,62.75348596,1074.033419,17.73633169,63429.125,87792.21793,185259,6,507366,126841.5,85379.73283,185351,6,507381,169127.0,14501.67945,185369,157478,0,0,0,0,112,92,9.853517607,7.882814086,0,140,54.5,64.19804428,4121.388889,0,0,0,1,0,0,0,0,0,60.55555556,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,28/02/2018 04:11:48,1158,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,93264.2487046632,1727.115716753,1158.0,0.0,1158,1158,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,863.5578583765,863.5578583765,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,0,0,0,0,0,0,1,46,1,62,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,28/02/2018 10:33:53,625536,11,12,2008,4434,1078,0,182.5454545455,315.1251699361,1460,0,369.5,539.4651391551,10298.3681195007,36.7684673624,28433.4545454545,77692.8188584022,365720,1,259563,25956.3,26807.4898947208,68675,47,581030,52820.9090909091,113744.31343716,388935,1,0,0,0,0,232,252,17.5849191733,19.1835481891,0,1460,268.4166666667,440.8520324244,194350.514492754,0,0,1,1,0,0,0,1,1,280.0869565217,182.5454545455,369.5,0,0,0,0,0,0,11,2008,12,4434,8192,7856,6,20,0,0,0,0,0,0,0,0,Benign
135,6,28/02/2018 03:57:29,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,65197,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,28/02/2018 01:29:44,476,1,1,35,99,35,35,35,0,99,99,99,0,281512.605042017,4201.6806722689,476,0,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2100.8403361345,2100.8403361345,35,99,56.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,84.5,35,99,0,0,0,0,0,0,1,35,1,99,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
500,17,28/02/2018 09:38:59,89477374,6,0,3000,0,500,500,500,0,0,0,0,0,33.5280291082,0.0670560582,17895474.8,15344903.3591313,41989504,4000099,89477374,17895474.8,15344903.3591313,41989504,4000099,0,0,0,0,0,0,0,0,0,48,0,0.0670560582,0,500,500,500,0,0,0,0,0,0,0,0,0,0,0,583.3333333333,500,0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000099,0,4000099,4000099,21369318.75,15280842.0429556,41989504,7200135,Benign
135,6,28/02/2018 11:26:17,53652,3,3,168,24,168,0,56,96.9948452239,24,0,8,13.8564064606,3578.6177588906,111.8318049653,10730.4,23735.8541093427,53190,17,53483,26741.5,37403.8274044248,53190,293,53624,26812,37893.8524037871,53607,17,0,0,0,0,72,72,55.9159024827,55.9159024827,0,168,27.4285714286,62.628154326,3922.2857142857,0,0,1,1,0,0,0,1,1,32,56,8,0,0,0,0,0,0,3,168,3,24,8192,2240,1,20,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 03:51:14,1059,1,1,35,63,35,35,35,0,63,63,63,0,92540.1322001889,1888.5741265345,1059,0,1059,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,944.2870632672,944.2870632672,35,63,44.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,66.5,35,63,0,0,0,0,0,0,1,35,1,63,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
53,17,28/02/2018 01:08:21,36712,2,2,60,244,30,30,30.0,0.0,122,122,122.0,0.0,8280.6711701896,108.9561996078,12237.3333333333,13021.0526584195,25922,1,25922,25922.0,0.0,25922,25922,1,1.0,0.0,1,1,0,0,0,0,16,16,54.4780998039,54.4780998039,30,122,66.8,50.3904752905,2539.2,0,0,0,0,0,0,0,0,1,83.5,30.0,122.0,0,0,0,0,0,0,2,60,2,244,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
